Owner,Team,League,Recipient,Amount,Election Year,Party,City,State
Roger Goodell,Commissioner,NFL,Bennet for Colorado,2700,2016,Democrat,New York, New York
Roger Goodell,Commissioner,NFL,Portman for Senate Committee,120,2016,Republican,New York, New York
Roger Penske,Team Penske,NASCAR,Right to Rise USA,250000,2016,Republican,Mooresville, North Carolina
Roger Penske,Team Penske,NASCAR,NRCC,50000,2018,Republican,Mooresville, North Carolina
Roger Penske,Team Penske,NASCAR,Trump Victory,35000,2020,Republican,Mooresville, North Carolina
Roger Penske,Team Penske,NASCAR,Stabenow Victory Fund,15000,2016,Democrat,Mooresville, North Carolina
Roger Penske,Team Penske,NASCAR,Stabenow Victory Fund,15000,2018,Democrat,Mooresville, North Carolina
Roger Penske,Team Penske,NASCAR,Michigan Democratic State Central Committee,10000,2016,Democrat,Mooresville, North Carolina
Roger Penske,Team Penske,NASCAR,John James for Senate,5600,2020,Republican,Mooresville, North Carolina
Roger Penske,Team Penske,NASCAR,Stabenow for U.S. Senate,5400,2016,Democrat,Mooresville, North Carolina
Roger Penske,Team Penske,NASCAR,Great Lakes PAC,5000,2016,Democrat,Mooresville, North Carolina
Roger Penske,Team Penske,NASCAR,Universal Techincal Institute PAC (UTIPAC),5000,2016,Bipartisan,Mooresville, North Carolina
Roger Penske,Team Penske,NASCAR,Universal Technical Institute PAC (UTIPAC) ,5000,2016,Bipartisan,Mooresville, North Carolina
Roger Penske,Team Penske,NASCAR,Universal Technical Institute PAC,5000,2018,Bipartisan,Mooresville, North Carolina
Roger Penske,Team Penske,NASCAR,JEB 2016 INC,2700,2016,Republican,Mooresville, North Carolina
Roger Penske,Team Penske,NASCAR,Brenda Lawrence for Congress,2700,2018,Democrat,Mooresville, North Carolina
Roger Penske,Team Penske,NASCAR,MI14 PAC,2700,2018,Democrat,Mooresville, North Carolina
Roger Penske,Team Penske,NASCAR,Brenda Lawrence for Congress,2433,2016,Democrat,Mooresville, North Carolina
Roger Penske,Team Penske,NASCAR,Brenda Lawrence for Congress,2000,2020,Democrat,Mooresville, North Carolina
Roger Penske,Team Penske,NASCAR,Caruso-Cabrera for New York,2000,2020,Democrat,Mooresville, North Carolina
Ron Burkle,Pittsburgh Penguins,NHL,SMP,500000,2018,Democrat,Pittsburgh, Pennsylvania
Ron Burkle,Pittsburgh Penguins,NHL,PROTECT THE HOUSE,371500,2018,Republican,Pittsburgh, Pennsylvania
Ron Burkle,Pittsburgh Penguins,NHL,STANDING UP FOR CALIFORNIA'S MIDDLE CLASS,100000,2016,Democrat,Pittsburgh, Pennsylvania
Ron Burkle,Pittsburgh Penguins,NHL,NEW DAY FOR AMERICA,100000,2016,Republican,Pittsburgh, Pennsylvania
Ron Burkle,Pittsburgh Penguins,NHL,MCCARTHY VICTORY FUND,100000,2018,Republican,Pittsburgh, Pennsylvania
Ron Burkle,Pittsburgh Penguins,NHL,TAKE BACK THE HOUSE 2020,46100,2020,Republican,Pittsburgh, Pennsylvania
Ron Burkle,Pittsburgh Penguins,NHL,Kamala Harris Victory Fund,15400,2016,Democrat,Pittsburgh, Pennsylvania
Ron Burkle,Pittsburgh Penguins,NHL,BOOKER SENATE VICTORY,5400,2018,Democrat,Pittsburgh, Pennsylvania
Ron Burkle,Pittsburgh Penguins,NHL,FEINSTEIN FOR SENATE 2024,5400,2018,Democrat,Pittsburgh, Pennsylvania
Ron Burkle,Pittsburgh Penguins,NHL,LOS ANGELES COUNTY DEMOCRATIC CENTRAL COMMITTEE,5000,2018,Democrat,Pittsburgh, Pennsylvania
Ron Burkle,Pittsburgh Penguins,NHL,Marco Rubio for President,2700,2016,Republican,Pittsburgh, Pennsylvania
Ron Burkle,Pittsburgh Penguins,NHL,Dr. Raul Ruiz for Congress,2700,2016,Democrat,Pittsburgh, Pennsylvania
Ron Burkle,Pittsburgh Penguins,NHL,Tony Cardenas for Congress,2700,2016,Democrat,Pittsburgh, Pennsylvania
Ron Burkle,Pittsburgh Penguins,NHL,CORY 2020,2700,2020,Democrat,Pittsburgh, Pennsylvania
Ron Fowler,San Diego Padres,MLB,Office of the Commissioner of Major League Baseball PAC,10000,2016,Bipartisan,San Diego, California
Ron Fowler,San Diego Padres,MLB,Office of the Commissioner of Major League Baseball PAC,10000,2018,Bipartisan,San Diego, California
Ron Fowler,San Diego Padres,MLB,NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE,5000,2016,Bipartisan,San Diego, California
Ron Fowler,San Diego Padres,MLB,Office of the Commissioner of Major League Baseball PAC,5000,2020,Bipartisan,San Diego, California
Ron Fowler,San Diego Padres,MLB,"JEB 2016, INC.",2700,2016,Republican,San Diego, California
Saul Katz,New York Mets,MLB,Office of the Commissioner of Major League Baseball PAC,6667,2016,Bipartisan,New York, New York
Saul Katz,New York Mets,MLB,Office of the Commissioner of Major League Baseball PAC,6666,2018,Bipartisan,New York, New York
Saul Katz,New York Mets,MLB,Office of the Commissioner of Major League Baseball PAC,3333,2020,Bipartisan,New York, New York
Saul Katz,New York Mets,MLB,Meeks Victory Fund,2671,2020,Democrat,New York, New York
Saul Katz,New York Mets,MLB,Crowley Leadership Fund,2489,2018,Democrat,New York, New York
Saul Katz,New York Mets,MLB,Suozzi Victory Fund,2432,2018,Democrat,New York, New York
Saul Katz,New York Mets,MLB,Team Rick Scott,2432,2020,Republican,New York, New York
Saul Katz,New York Mets,MLB,Crowley Leadership Fund,1716,2016,Democrat,New York, New York
Saul Katz,New York Mets,MLB,De Blasio 2020,1490,2020,Democrat,New York, New York
Saul Katz,New York Mets,MLB,Engel for Congress,1321,2018,Democrat,New York, New York
Saul Katz,New York Mets,MLB,Suozzi for Congress,1300,2016,Democrat,New York, New York
Saul Katz,New York Mets,MLB,Donovan for Congress,260,2016,Republican,New York, New York
Scott Malkin,New York Islanders,NHL,SHAHEEN FOR SENATE,5600,2020,Democrat,New York, New York
Scott Malkin,New York Islanders,NHL,FRIENDS OF SCHUMER,2700,2016,Democrat,New York, New York
Sheila Ford Hamp,Detroit Lions,NFL,Gridiron-PAC,10000,2018,Bipartisan,Detroit, Michigan
Sheila Ford Hamp,Detroit Lions,NFL,Stabenow Victory Fund,10000,2020,Democrat,Detroit, Michigan
Sheila Ford Hamp,Detroit Lions,NFL,Gridiron-PAC,5000,2016,Bipartisan,Detroit, Michigan
Sheila Ford Hamp,Detroit Lions,NFL,Gridiron-PAC,5000,2020,Bipartisan,Detroit, Michigan
Stephen J. Bisciotti,Baltimore Ravens,NFL,Gridiron-PAC,5000,2016,Bipartisan,Baltimore, Maryland
Stephen M. Ross,Miami Dolphins,NFL,NRCC,161800,2016,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,REPUBLICAN NATIONAL COMMITTEE,50000,2020,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,NRCC,33400,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,NEW JERSEY DEMOCRATIC STATE COMMITTEE,20000,2018,Democrat,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,SECURITY IS STRENGTH PAC,12500,2016,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,CROWLEY LEADERSHIP FUND,10400,2018,Democrat,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,TILLIS MAJORITY COMMITTEE,10000,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,DEMOCRATIC PARTY OF VIRGINIA,10000,2020,Democrat,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,ALAMO PAC,8000,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,MIMI WALTERS VICTORY FUND,6250,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,TEXANS FOR SENATOR JOHN CORNYN INC.,5600,2020,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,THOM TILLIS COMMITTEE,5600,2020,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,FRIENDS OF MARK WARNER,5600,2020,Democrat,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,NEAL VICTORY FUND,5600,2020,Democrat,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,PETERS FOR MICHIGAN,5600,2020,Democrat,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,RICHARD E NEAL FOR CONGRESS COMMITTEE,5600,2020,Democrat,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,JEFF FLAKE FOR US SENATE INC,5400,2016,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,KEVIN MCCARTHY FOR CONGRESS,5400,2016,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,FRIENDS OF SCHUMER,5400,2016,Democrat,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,CARLOS CURBELO CONGRESS,5400,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,CORNYN MAJORITY COMMITTEE,5400,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,HELLER FOR SENATE,5400,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,JOHN CARTER FOR CONGRESS,5400,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,LENA FOR CONGRESS,5400,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,MCHENRY FOR CONGRESS,5400,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,RICK SCOTT FOR FLORIDA,5400,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,SENSENBRENNER COMMITTEE,5400,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,TEAM GRAHAM INC,5400,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,MAST VICTORY COMMITTEE,5200,2016,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,E-PAC,5000,2016,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,"JOBS, OPPORTUNITIES AND EDUCATION PAC (JOE-PAC)",5000,2016,Democrat,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,BLUEGRASS COMMITTEE,5000,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,TEAM RYAN,5000,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,WHAT A COUNTRY! PAC,5000,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,FUND FOR AMERICA'S FUTURE,5000,2020,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,HURD VICTORY FUND,5000,2020,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,FORWARD TOGETHER PAC,5000,2020,Democrat,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,HURD VICTORY FUND,3550,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,MALONEY FOR CONGRESS,3500,2016,Democrat,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,TEAM MCHENRY,3500,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,FISCAL LEADERSHIP AND KNOWING ECONOMICS PAC,3400,2016,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,SASSE LEADERSHIP COMMITTEE,2800,2020,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,BILL FLORES FOR CONGRESS,2700,2016,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,BRIAN MAST FOR CONGRESS,2700,2016,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,CARLOS LOPEZ-CANTERA FOR SENATE,2700,2016,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,"JEB 2016, INC.",2700,2016,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,"TROTT FOR CONGRESS, INC.",2700,2016,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,WYDEN FOR SENATE,2700,2016,Democrat,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,COLLINS FOR CONGRESS,2700,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,HUIZENGA FOR CONGRESS,2700,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,RENACCI FOR US SENATE,2700,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,"YODER FOR CONGRESS, INC",2700,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,MENENDEZ FOR SENATE,2700,2018,Democrat,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,MADISON PAC; THE,2600,2020,Democrat,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,ELISE FOR CONGRESS,2500,2016,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,FRIENDS OF MIKE LEE INC,2500,2016,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,GRASSLEY HAWKEYE FUND,2500,2016,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,BLUMENTHAL FOR CONNECTICUT,2500,2016,Democrat,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,FRIENDS OF PAT TOOMEY,2500,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,RAND PAUL FOR US SENATE,2500,2018,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,MIKE GALLAGHER FOR WISCONSIN,2500,2020,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,PROMOTING OUR REPUBLICAN TEAM PAC,2500,2020,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,RECLAIM AMERICA PAC,2500,2020,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,ZELDIN FOR CONGRESS,1000,2016,Republican,Miami Gardens, Florida
Stephen M. Ross,Miami Dolphins,NFL,NICOLE FOR NEW YORK,1000,2020,Republican,Miami Gardens, Florida
Steve Ballmer,LA Clippers,NBA,REPUBLICAN NATIONAL COMMITTEEE,10000,2016,Republican,Los Angeles, California
Steve Ballmer,LA Clippers,NBA,DCCC,10000,2016,Democrat,Los Angeles, California
Steve Ballmer,LA Clippers,NBA,DELBENE FOR CONGRESS,5400,2016,Democrat,Los Angeles, California
Steve Ballmer,LA Clippers,NBA,DELBENE FOR CONGRESS,5400,2018,Democrat,Los Angeles, California
Steve Ballmer,LA Clippers,NBA,FRIENDS OF MARIA,5400,2018,Democrat,Los Angeles, California
Steve Ballmer,LA Clippers,NBA,MARK KELLY FOR SENATE,5400,2020,Democrat,Los Angeles, California
Steve Ballmer,LA Clippers,NBA,DCCC,5000,2018,Democrat,Los Angeles, California
Steve Ballmer,LA Clippers,NBA,Wyden For Senate,2700,2016,Democrat,Los Angeles, California
Steve Ballmer,LA Clippers,NBA,MURRAY VICTORY FUND,2000,2016,Democrat,Los Angeles, California
Steve Ballmer,LA Clippers,NBA,WASHINGTON STATE DEMOCRATIC CENTRAL COMMITTEE,1800,2016,Democrat,Los Angeles, California
Steve Tisch,New York Giants,NFL,HILLARY VICTORY FUND,100000,2016,Democrat,New York, New York
Steve Tisch,New York Giants,NFL,RED TO BLUE VICTORY FUND,33900,2018,Democrat,New York, New York
Steve Tisch,New York Giants,NFL,Gridiron-PAC,10000,2016,Bipartisan,New York, New York
Steve Tisch,New York Giants,NFL,BOOKER SENATE VICTORY,10000,2018,Democrat,New York, New York
Steve Tisch,New York Giants,NFL,CORY BOOKER FOR SENATE,5600,2020,Democrat,New York, New York
Steve Tisch,New York Giants,NFL,FRIENDS OF SCHUMER,5400,2016,Democrat,New York, New York
Steve Tisch,New York Giants,NFL,HILLARY FOR AMERICA,5400,2016,Democrat,New York, New York
Steve Tisch,New York Giants,NFL,CORY BOOKER FOR SENATE,5400,2018,Democrat,New York, New York
Steve Tisch,New York Giants,NFL,Gridiron-PAC,5000,2018,Bipartisan,New York, New York
Steve Tisch,New York Giants,NFL,Gridiron-PAC,5000,2020,Bipartisan,New York, New York
Steve Tisch,New York Giants,NFL,PURPOSE PAC,4600,2018,Democrat,New York, New York
Steve Tisch,New York Giants,NFL,CORY 2020,2800,2020,Democrat,New York, New York
Steve Tisch,New York Giants,NFL,JEFFRIES FOR CONGRESS,2800,2020,Democrat,New York, New York
Steve Tisch,New York Giants,NFL,WIN THE ERA PAC,2800,2020,Democrat,New York, New York
Steve Tisch,New York Giants,NFL,WRIGHT 2016,2700,2016,Democrat,New York, New York
Steve Tisch,New York Giants,NFL,FEINSTEIN FOR SENATE 2024,2700,2018,Democrat,New York, New York
Steve Tisch,New York Giants,NFL,ACTBLUE,560,2020,Democrat,New York, New York
Stuart Sternberg,Tampa Bay Rays,MLB,Office of the Commissioner of Major League Baseball PAC,10000,2018,Bipartisan,Tampa, Florida
Stuart Sternberg,Tampa Bay Rays,MLB,Charlie Crist for Congress,5600,2020,Democrat,Tampa, Florida
Stuart Sternberg,Tampa Bay Rays,MLB,Friends of Patrick Murphy,5400,2016,Democrat,Tampa, Florida
Stuart Sternberg,Tampa Bay Rays,MLB,Charlie Crist for Congress,5400,2018,Democrat,Tampa, Florida
Stuart Sternberg,Tampa Bay Rays,MLB,Office of the Commissioner of Major League Baseball PAC,5000,2016,Bipartisan,Tampa, Florida
Stuart Sternberg,Tampa Bay Rays,MLB,Office of the Commissioner of Major League Baseball PAC,5000,2020,Bipartisan,Tampa, Florida
Stuart Sternberg,Tampa Bay Rays,MLB,Chris Christie for President Inc.,2700,2016,Republican,Tampa, Florida
Stuart Sternberg,Tampa Bay Rays,MLB,Charlie Crist for Congress,2700,2016,Democrat,Tampa, Florida
Stuart Sternberg,Tampa Bay Rays,MLB,Castor for Congress,2500,2018,Democrat,Tampa, Florida
Stuart Sternberg,Tampa Bay Rays,MLB,Hillary Victory Fund,1800,2016,Democrat,Tampa, Florida
Stuart Sternberg,Tampa Bay Rays,MLB,ACTBLUE,36,2016,Democrat,Tampa, Florida
Thomas L. Williams,Cincinnati Reds,MLB,WINRED,11200,2020,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,SENATE MAJORITY FIREWALL 2020,8400,2020,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,COLLINS FOR SENATOR,5600,2020,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,PORTMAN FOR SENATE COMMITTEE,5600,2020,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,STEVE CHABOT FOR CONGRESS,5600,2020,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,PORTMAN FOR SENATE COMMITTEE,5400,2016,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,PORTMAN-OHIO VICTORY COMMITTEE,5400,2016,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,WENSTRUP FOR CONGRESS,5400,2016,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,MCCONNELL FOR MAJORITY LEADER COMMITTEE,5400,2018,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,OHIO GRASSROOTS VICTORY FUND,5400,2018,Democrat,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,TEAM JOSH,5000,2016,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,CITIZENS FOR JOSH MANDEL INC,5000,2018,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,5000,2018,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,5000,2020,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,WENSTRUP FOR CONGRESS,4200,2020,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,STEVE CHABOT FOR CONGRESS,3000,2016,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,JIM RENACCI FOR CONGRESS,2000,2016,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,BRAD WENSTRUP VICTORY FUND,1500,2018,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,STEVE CHABOT FOR CONGRESS,1500,2018,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,BRAD WENSTRUP VICTORY FUND,1500,2020,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,FRIENDS OF DAVE JOYCE,1000,2016,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,REPUBLICAN PARTY OF KENTUCKY,1000,2016,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,RENACCI FOR OHIO VICTORY FUND,500,2018,Republican,Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,WESTERN AND SOUTHERN LIFE INSURANCE CO POLITICAL ACTION COMMITTEE (WESTERN-SOUTHERN PAC),500,2020,"Bipartisan, but mostly Republican",Cincinnati, Ohio
Thomas L. Williams,Cincinnati Reds,MLB,TEAM JOSH,400,2018,Republican,Cincinnati, Ohio
Tilman J. Fertitta,Houston Rockets,NBA,SCALISE LEADERSHIP FUND,110000,2018,Republican,Houston, Texas
Tilman J. Fertitta,Houston Rockets,NBA,SCALISE LEADERSHIP FUND,100000,2020,Republican,Houston, Texas
Tilman J. Fertitta,Houston Rockets,NBA,TRUMP VICTORY,70000,2020,Republican,Houston, Texas
Tilman J. Fertitta,Houston Rockets,NBA,CORNYN MAJORITY COMMITTEE,40700,2020,Republican,Houston, Texas
Tilman J. Fertitta,Houston Rockets,NBA,CORNYN MAJORITY COMMITTEE,38900,2018,Republican,Houston, Texas
Tilman J. Fertitta,Houston Rockets,NBA,TRUMP VICTORY,35000,2018,Republican,Houston, Texas
Tilman J. Fertitta,Houston Rockets,NBA,KEEP THE SENATE RED 2018,25000,2018,Republican,Houston, Texas
Tilman J. Fertitta,Houston Rockets,NBA,ARIZONA DEMOCRATIC PARTY,10000,2020,Democrat,Houston, Texas
Tilman J. Fertitta,Houston Rockets,NBA,PIERCE BUSH FOR CONGRESS,5600,2020,Republican,Houston, Texas
Tilman J. Fertitta,Houston Rockets,NBA,"DONALD J. TRUMP FOR PRESIDENT, INC.",5400,2018,Republican,Houston, Texas
Tilman J. Fertitta,Houston Rockets,NBA,TED CRUZ FOR SENATE,5400,2018,Republican,Houston, Texas
Tilman J. Fertitta,Houston Rockets,NBA,MARK KELLY FOR SENATE,5400,2020,Democrat,Houston, Texas
Tilman J. Fertitta,Houston Rockets,NBA,HUNT FOR CONGRESS,2800,2020,Republican,Houston, Texas
Tilman J. Fertitta,Houston Rockets,NBA,KEVIN ROBERTS FOR CONGRESS,2700,2018,Republican,Houston, Texas
Tilman J. Fertitta,Houston Rockets,NBA,MIKE BRAUN FOR INDIANA,2700,2018,Republican,Houston, Texas
Tilman J. Fertitta,Houston Rockets,NBA,ADAM SMITH FOR CONGRESS COMMITTEE,2700,2018,Democrat,Houston, Texas
Tilman J. Fertitta,Houston Rockets,NBA,SHEILA JACKSON LEE FOR CONGRESS,1000,2018,Democrat,Houston, Texas
